부품명,Part No,제목,정리,부품체계_1,부품체계_2,부품체계_3,data,target,target_빈도,data_len,predict
COLUMN & UNIV/JNT ASSY-STRG,56300-R1200,NOISE,NOISE,POWER TRAIN & CHASSIS-ETC,STEERING SYSTEM,컬럼&유니버셜조인트_스티어링,NOISE POWER TRAIN CHASSISETC STEERING SYSTEM 컬럼유니버셜조인트스티어링,노이즈,404,7,노이즈
COLUMN & UNIV/JNT ASSY-STRG,56300-R1200,NOISE,NOISE,POWER TRAIN & CHASSIS-ETC,STEERING SYSTEM,컬럼&유니버셜조인트_스티어링,NOISE POWER TRAIN CHASSISETC STEERING SYSTEM 컬럼유니버셜조인트스티어링,노이즈,404,7,노이즈
COLUMN & UNIV/JNT ASSY-STRG,56300-R1200,NOISE,NOISE,POWER TRAIN & CHASSIS-ETC,STEERING SYSTEM,컬럼&유니버셜조인트_스티어링,NOISE POWER TRAIN CHASSISETC STEERING SYSTEM 컬럼유니버셜조인트스티어링,노이즈,404,7,노이즈
COLUMN & UNIV/JNT ASSY-STRG,56300-R1200,NOISE,NOISE,POWER TRAIN & CHASSIS-ETC,STEERING SYSTEM,컬럼&유니버셜조인트_스티어링,NOISE POWER TRAIN CHASSISETC STEERING SYSTEM 컬럼유니버셜조인트스티어링,노이즈,404,7,노이즈
COLUMN & UNIV/JNT ASSY-STRG,56300-R1200,NOISE,NOISE,POWER TRAIN & CHASSIS-ETC,STEERING SYSTEM,컬럼&유니버셜조인트_스티어링,NOISE POWER TRAIN CHASSISETC STEERING SYSTEM 컬럼유니버셜조인트스티어링,노이즈,404,7,노이즈
COLUMN & UNIV/JNT ASSY-STRG,56300-R1200,COLUMN & UNIV/JNT ASSY-STRG WITH NOISE,NOISE,POWER TRAIN & CHASSIS-ETC,STEERING SYSTEM,컬럼&유니버셜조인트_스티어링,NOISE POWER TRAIN CHASSISETC STEERING SYSTEM 컬럼유니버셜조인트스티어링,노이즈,404,7,노이즈
COLUMN & UNIV/JNT ASSY-STRG,56300-R1200,COLUMN & UNIV/JNT ASSY-STRG WITH NOISE,NOISE,POWER TRAIN & CHASSIS-ETC,STEERING SYSTEM,컬럼&유니버셜조인트_스티어링,NOISE POWER TRAIN CHASSISETC STEERING SYSTEM 컬럼유니버셜조인트스티어링,노이즈,404,7,노이즈
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COLUMN & UNIV/JNT ASSY-STRG,56300-R1200,BR2 - COLUMN & UNIV/JNT ASSY-STRG - ABNORMAL NOISE,ABNORMAL NOISE,POWER TRAIN & CHASSIS-ETC,STEERING SYSTEM,컬럼&유니버셜조인트_스티어링,ABNORMAL NOISE POWER TRAIN CHASSISETC STEERING SYSTEM 컬럼유니버셜조인트스티어링,노이즈,404,8,노이즈
COLUMN & UNIV/JNT ASSY-STRG,56300-R1200,BR2 - COLUMN & UNIV/JNT ASSY-STRG - ABNORMAL NOISE,ABNORMAL NOISE,POWER TRAIN & CHASSIS-ETC,STEERING SYSTEM,컬럼&유니버셜조인트_스티어링,ABNORMAL NOISE POWER TRAIN CHASSISETC STEERING SYSTEM 컬럼유니버셜조인트스티어링,노이즈,404,8,노이즈
COLUMN & UNIV/JNT ASSY-STRG,56300-R1200,BR2 - COLUMN & UNIV/JNT ASSY-STRG - ABNORMAL NOISE,ABNORMAL NOISE,POWER TRAIN & CHASSIS-ETC,STEERING SYSTEM,컬럼&유니버셜조인트_스티어링,ABNORMAL NOISE POWER TRAIN CHASSISETC STEERING SYSTEM 컬럼유니버셜조인트스티어링,노이즈,404,8,노이즈
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
GEAR COMPLETE-STEERING,56500-R1000,BR2 - GEAR COMPLETE-STEERING - ABNORMAL NOISE,ABNORMAL NOISE,POWER TRAIN & CHASSIS-ETC,STEERING SYSTEM,기어_스티어링휠,ABNORMAL NOISE POWER TRAIN CHASSISETC STEERING SYSTEM 기어스티어링휠,노이즈,404,8,노이즈
GEAR COMPLETE-STEERING,56500-R1000,BR2 - GEAR COMPLETE-STEERING - ABNORMAL NOISE,ABNORMAL NOISE,POWER TRAIN & CHASSIS-ETC,STEERING SYSTEM,기어_스티어링휠,ABNORMAL NOISE POWER TRAIN CHASSISETC STEERING SYSTEM 기어스티어링휠,노이즈,404,8,노이즈
GEAR COMPLETE-STEERING,56500-R1000,BR2 - GEAR COMPLETE-STEERING - ABNORMAL NOISE,ABNORMAL NOISE,POWER TRAIN & CHASSIS-ETC,STEERING SYSTEM,기어_스티어링휠,ABNORMAL NOISE POWER TRAIN CHASSISETC STEERING SYSTEM 기어스티어링휠,노이즈,404,8,노이즈
GEAR COMPLETE-STEERING,56500-R1000,BR2 - GEAR COMPLETE-STEERING - ABNORMAL NOISE,ABNORMAL NOISE,POWER TRAIN & CHASSIS-ETC,STEERING SYSTEM,기어_스티어링휠,ABNORMAL NOISE POWER TRAIN CHASSISETC STEERING SYSTEM 기어스티어링휠,노이즈,404,8,노이즈
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
"BRAKE ASSY-RR,LH",58300-H5200,"PACKING PROBLEM_MANDO AUTOMOTIVE INDIA PVT LTD_BRAKE ASSY-RR,LH_LH/RH MIXED (K200101394) ",PACKING PROBLEM MIXED,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크,PACKING PROBLEM MIXED POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크,이종,199,9,이종
"BRAKE ASSY-RR WHEEL,LH",58310-R1000,RUST,RUST,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,RUST POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,발청,113,7,발청
"BRAKE ASSY-RR WHEEL,LH",58310-R1000,RUST,RUST,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,RUST POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,발청,113,7,발청
"BRAKE ASSY-RR WHEEL,LH",58310-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,LH",58310-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,LH",58310-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,LH",58310-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,LH",58310-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,LH",58310-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,LH",58310-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,LH",58310-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,LH",58310-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,LH",58310-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,LH",58310-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,LH",58310-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,LH",58310-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
"BRAKE ASSY-RR WHEEL,LH",58310-R1000,"BR2 - BRAKE ASSY-RR WHEEL,LH - BROKEN",BROKEN,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,BROKEN POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,파손,546,7,파손
"BRAKE ASSY-RR WHEEL,RH",58360-R1000,RUST,RUST,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,RUST POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,발청,113,7,발청
"BRAKE ASSY-RR WHEEL,RH",58360-R1000,RUST,RUST,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,RUST POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,발청,113,7,발청
"BRAKE ASSY-RR WHEEL,RH",58360-R1000,RUST,RUST,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,RUST POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,발청,113,7,발청
"BRAKE ASSY-RR WHEEL,RH",58360-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,RH",58360-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,RH",58360-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,RH",58360-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,RH",58360-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,RH",58360-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,RH",58360-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,RH",58360-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,RH",58360-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,RH",58360-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,RH",58360-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,RH",58360-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,RH",58360-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,RH",58360-R1000,MACHINING PROBLEM,MACHINING PROBLEM,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,MACHINING PROBLEM POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,머시닝불량,67,8,머시닝불량
"BRAKE ASSY-RR WHEEL,RH",58360-R1000,"BR2 - BRAKE ASSY-RR WHEEL,RH - RUST",RUST,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,브레이크_휠,RUST POWER TRAIN CHASSISETC BRAKE SYSTEM 브레이크휠,발청,113,7,발청
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
DISC-RR WHEEL BRAKE,58411-0U300,(HCG03) DISCK-RR WHEEL BRAKE - DAMAGE,DAMAGE,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,디스크_휠브레이크,DAMAGE POWER TRAIN CHASSISETC BRAKE SYSTEM 디스크휠브레이크,파손,546,7,파손
I.E.B ASSY,58500-CR000,WI-ASSY-2020-003-VER1 WRONG MTG BRKT SPEC. REWORK,WRONG SPEC,POWER TRAIN & CHASSIS-ETC,BRAKE SYSTEM,IEB,WRONG SPEC POWER TRAIN CHASSISETC BRAKE SYSTEM IEB,브라켓치수불량,1,8,이종
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
COVER ASSY-COWL TOP,86150-M0000CA,CORPORATION  NAJEON_COVER ASSY-COWL TOP_MARKER SMUDGES (K200500966) ,SMUDGES,TRIM,EXTERIOR TRIMS,커버_카울탑,SMUDGES TRIM EXTERIOR TRIMS 커버카울탑,마커오염,168,5,마커오염
