data,encoded_target
DIMENSION PORBLEM TRIM EXTERIOR TRIMS 커버루프랙,38
DIMENSION PORBLEM TRIM EXTERIOR TRIMS 커버루프랙,38
DIMENSION PORBLEM TRIM EXTERIOR TRIMS 커버루프랙,38
DIMENSION PORBLEM TRIM EXTERIOR TRIMS 커버루프랙,38
DIMENSION PORBLEM TRIM EXTERIOR TRIMS 커버루프랙,38
DIMENSION PORBLEM TRIM EXTERIOR TRIMS 커버루프랙,38
DIMENSION PORBLEM TRIM EXTERIOR TRIMS 커버루프랙,38
DIMENSION PORBLEM TRIM EXTERIOR TRIMS 커버루프랙,38
DIMENSION PORBLEM TRIM EXTERIOR TRIMS 커버루프랙,38
DIMENSION PROBLEM TRIM EXTERIOR TRIMS 커버루프랙,38
MACHINING PROBLEM TRIM EXTERIOR TRIMS 커버루프랙,38
PLATING PAINTING PROBLEM TRIM EXTERIOR TRIMS 커버루프랙,56
PAINTING PROBLEM TRIM EXTERIOR TRIMS 커버루프랙,57
PAINTING PROBLEM TRIM EXTERIOR TRIMS 커버루프랙,57
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
BENT TRIM LOCKS OPENING LINKS 랫치도어,8
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
MALFUNCTION DETECTED TRIM LOCKS OPENING LINKS 랫치도어,13
PAINT PROBLEM TRIM EXTERIOR TRIMS 커버루프랙,56
SP STRUCK TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,10
PART MALFUNCTION OPENS TRY TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,13
INJECTION FAULT TRIM EXTERIOR TRIMS 커버루프랙,19
BUBBLES TRIM EXTERIOR TRIMS 커버루프랙,65
BUBBLE TRIM EXTERIOR TRIMS 커버루프랙,65
PART WORKING NOISY TRIM LOCKS OPENING LINKS 랫치엑츄에이터도어,17
BUBBLE TRIM EXTERIOR TRIMS 커버루프랙,65
BUBBLES TRIM EXTERIOR TRIMS 커버루프랙,65
BUBBLE TRIM EXTERIOR TRIMS 커버루프랙,65
BUBBLE TRIM EXTERIOR TRIMS 커버루프랙,65
DAMAGE TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,11
ABNORMAL NOISE TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,17
BROCKEN TRIM EXTERIOR TRIMS 커버루프랙,11
MISS TRIM EXTERIOR TRIMS 커버루프랙,38
DAMAGE TRIM LOCKS OPENING LINKS 하우징퓨엘필러도어,11
DEFECT INJECTION MOLDING TRIM LOCKS OPENING LINKS 아웃터판넬퓨엘필러도어,19
웰딩 프레스 PROBLEM TRIM LOCKS OPENING LINKS 랫치센트랄,77
MISSING SUBPART CLIPS ELECTRICAL LAMPS 커버콤비네이션램프,5
WRONG PART TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,2
BREAK ASSEMBLY TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,11
ABNORMAL NOISE TRIM LOCKS OPENING LINKS 랫치엑츄에이터도어,17
BREAK ASSEMBLY TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,11
BREAK ASSEMBLY TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,11
BREAK ASSEMBLY TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,11
CRATER PAINTING TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,6
NUT WRONG POSITION TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,34
NUT WRONG POSITION TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,34
BREACK ASSEMBLY TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,11
BREAK ASSEMBLY TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,11
BREAK ASSEMBLY TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,11
BREAK ASEMBLY TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,11
BREAK ASSEMBLY TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,11
BREAK ASSEMBLY TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,11
BREAK ASSEMBLY TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,11
BREAK ASSEMBLY TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,11
BREAK ASSEMBLY TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,11
BREAK ASSEMBLY TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,11
BREAK ASSEMBLY TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,11
BREAK ASSEMBLY TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,11
BREAK ASSEMBLY TRIM DOOR TRIMSFRONT 커버아웃사이드도어핸들,11
사출불량 TRIM EXTERIOR TRIMS 커버범퍼어퍼,19
SUBPART PROBLEM ENGINE FULE SYSTEM(LINE) 커버퓨엘펌프,5
BAD ASSEMBLY TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,15
 TRIM SEAT FRONT 커버링시트백커버,23
DEFECTIVE SEAM TRIM SEAT FRONT 커버링시트백커버,70
 TRIM SEAT FRONT 커버링시트백커버,24
DEFECTIVE STITCH TRIM SEAT REAR 커버링시트백커버,70
MALFUNCTION TRIM LOCKS OPENING LINKS 랫치도어,13
SP STRUCK TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,10
NOISE TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,17
NOT WORKING TRIM LOCKS OPENING LINKS 리모트콘트롤러핸들도어,13
SUBPART PROBLEM ELECTRICAL LAMPS 램프헤드,5
DAMAGE TRIM LOCKS OPENING LINKS 링크스태빌라이져,11
ASSEMBLY PROBLEM TRIM LOCKS OPENING LINKS 레일어퍼,11
ASSEMBLY PROBLEM TRIM LOCKS OPENING LINKS 레일어퍼,11
ASSEMBLY PROBLEM TRIM LOCKS OPENING LINKS 레일어퍼,11
웰딩 프레스 PROBLEM TRIM LOCKS OPENING LINKS 레일센터,23
DAMAGE TRIM LOCKS OPENING LINKS 핸들미드도어아웃사이드,11
DEFECT INJECTION MOLDING TRIM LOCKS OPENING LINKS 핸들인사이드,19
FUNCTION PROBLEM TRIM LOCKS OPENING LINKS 롤러암센트랄,17
ASSEMBLY PROBLEM TRIM LOCKS OPENING LINKS 롤러암로워,34
웰딩 프레스 PROBLEM TRIM LOCKS OPENING LINKS 런도어글라스,57
DEFECT INJECTION MOLDING TRIM LOCKS OPENING LINKS 런도어글라스,19
DAMAGE TRIM LOCKS OPENING LINKS 런도어글라스,11
DEFORMATION HUENG TRIM LOCKS OPENING LINKS 핸들트렁크리드,8
PRINT DAMAGE TRIM LOCKS OPENING LINKS 핸들플로워트렁크리드릴리즈,1
PRINT DAMAGE TRIM LOCKS OPENING LINKS 핸들플로워트렁크리드릴리즈,1
WRONG PART TRIM LOCKS OPENING LINKS 캐치케이블퓨엘필러도어,2
SUBPART DAMAGED TRIM LOCKS OPENING LINKS 캐치케이블퓨엘필러도어,11
DEFECTIVE SEAM TRIM SEAT REAR 커버링시트백커버,70
WRONGLY ASSEMBLED TRIM LOCKS OPENING LINKS 하우징푸시오프너도어,36
MALFUNCTION NOT POSSIBLE CLOSE TRIM LOCKS OPENING LINKS 하우징푸시오프너도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
 TRIM SEAT REAR 커버링시트백커버,70
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
JAMMED TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,13
DEFECTIVE SEAM TRIM SEAT REAR 커버링시트백커버,70
NOT TRIM LOCKS OPENING LINKS 하우징푸시오프너도어,13
MISSING SUBPART TRIM LOCKS OPENING LINKS 하우징푸시오프너도어,5
VIBRATION TRIM LOCKS OPENING LINKS 하우징힌지퓨엘필러도어,54
DEFECTIVE SEAM TRIM SEAT REAR 커버링시트백커버,70
DEFECTIVE SEAM TRIM SEAT REAR 커버링시트백커버,70
PART CRACKED TRIM LOCKS OPENING LINKS 파노라마루프,11
CASES DAMAGED TRIM LOCKS OPENING LINKS 파노라마루프,49
CASES DAMAGED TRIM LOCKS OPENING LINKS 파노라마루프,49
NOISE TRIM LOCKS OPENING LINKS 선루프슬라이딩틸팅,17
NOISE TRIM LOCKS OPENING LINKS 선루프슬라이딩틸팅,17
NOISE TRIM LOCKS OPENING LINKS 선루프슬라이딩틸팅,17
DEFORMATION TRIM LOCKS OPENING LINKS 선루프슬라이딩틸팅,17
 TRIM SEAT REAR 커버링시트백커버,23
NOT WORKING TRIM LOCKS OPENING LINKS 선루프슬라이딩틸팅,13
MALFUNCTION CLOSED CONDITION OPEN TRIM LOCKS OPENING LINKS 선루프슬라이딩틸팅,13
스크래치 TRIM LOCKS OPENING LINKS 파노라마루프,23
이종 TRIM LOCKS OPENING LINKS 롤파노라마루프,2
EASILY TRIM LOCKS OPENING LINKS 호스선루프드레인프,36
 TRIM SEAT REAR 커버링시트백커버,0
WRONG SPECIFICATION TRIM LOCKS OPENING LINKS 호스선루프드레인프,2
BURR TRIM LOCKS OPENING LINKS 호스선루프드레인프,48
LEATHER DEFECT TRIM SEAT REAR 커버링시트백커버,0
APPEARANCE DEFECT SCRATCH TRIM LOCKS OPENING LINKS 핸들테일게이트,23
APPEARANCE DEFECT SCRATCH TRIM LOCKS OPENING LINKS 핸들테일게이트,23
WRONG PART TRIM LOCKS OPENING LINKS 범퍼테일게이트오버슬램,2
STAIN ELECTRICAL INSTRUMENTS 커버레인디파쳐워닝시스템,33
DEFECT INJECTION MOLDING ELECTRICAL LAMPS 커버콤비네이션램프,19
DEFORMATION WARPAGE TRIM LOCKS OPENING LINKS 판넬테일게이트트립,8
DEFORMATION WARPAGE TRIM LOCKS OPENING LINKS 판넬테일게이트트립,8
GAP PART DEFORMATION TRIM LOCKS OPENING LINKS 판넬테일게이트트립,8
GAP ASSEMBLY PART LEVEL DEFORMATION TRIM LOCKS OPENING LINKS 트림테일게이트프레임어퍼,38
CRACK TRIM LOCKS OPENING LINKS 리프터테일게이트,11
CRACK TRIM LOCKS OPENING LINKS 리프터테일게이트,11
CRACK TRIM LOCKS OPENING LINKS 리프터테일게이트,11
PART PAPER ATTACHED WRONG ELECTRICAL RADIO/CASS HORN ETC(SOUND) 커버스피커블랭킹,34
SUBPART WRONG POSITION ELECTRICAL RADIO/CASS HORN ETC(SOUND) 커버스피커블랭킹,34
파손 TRIM EXTERIOR TRIMS 커버스포일러,23
미조립 TRIM EXTERIOR TRIMS 커버스포일러,19
NOISE TRIM LOCKS OPENING LINKS 테일게이트파워,17
CRACK TRIM LOCKS OPENING LINKS 리프터테일게이트,11
도장불량 TRIM EXTERIOR TRIMS 커버스포일러,33
NOT FUNCTIONING TRIM LOCKS OPENING LINKS 랫치테일게이트,13
BOILING POWER TRAIN CHASSISETC REAR AXLE 커버휠,56
BOILING POWER TRAIN CHASSISETC REAR AXLE 커버휠,56
INOPERATIVE TRIM LOCKS OPENING LINKS 랫치파워테일게이트,13
INOPERATIVE TRIM LOCKS OPENING LINKS 랫치파워테일게이트,13
INOPERATIVE TRIM LOCKS OPENING LINKS 랫치파워테일게이트,13
INOPERATIVE TRIM LOCKS OPENING LINKS 랫치파워테일게이트,13
INOPERATIVE TRIM LOCKS OPENING LINKS 랫치파워테일게이트,13
MOLD DEFECT POWER TRAIN CHASSISETC REAR AXLE 커버휠,71
MALFUNCTION TRIM LOCKS OPENING LINKS 랫치테일게이트,13
DUST POWER TRAIN CHASSISETC REAR AXLE 커버휠,56
NOT WORKING TRIM LOCKS OPENING LINKS 랫치파워테일게이트,13
NOT TRIM LOCKS OPENING LINKS 랫치파워테일게이트,13
PAINT DROPS NUTS POWER TRAIN CHASSISETC REAR AXLE 커버휠,7
PAINT LAYER DETACHED PEEL POWER TRAIN CHASSISETC REAR AXLE 커버휠,57
WRONG TRIM LOCKS OPENING LINKS 리프터테일게이트,41
WRONG TRIM LOCKS OPENING LINKS 리프터테일게이트,41
NOT WORKING PROBLEM TRIM LOCKS OPENING LINKS 리프터테일게이트,13
NOISE PROBLEM TRIM LOCKS OPENING LINKS 리프터테일게이트,17
NOISE PROBLEM TRIM LOCKS OPENING LINKS 리프터테일게이트,17
HAIR PAINT POWER TRAIN CHASSISETC REAR AXLE 커버휠,56
MALFUNCTION PROBLEM TRIM LOCKS OPENING LINKS 리프터테일게이트,13
DUST PAINT POWER TRAIN CHASSISETC REAR AXLE 커버휠,56
DENT PROBLEM TRIM LOCKS OPENING LINKS 리프터테일게이트,6
DUST PAINT POWER TRAIN CHASSISETC REAR AXLE 커버휠,56
변형 TRIM INTERIOR TRIMS 크래시패드메인,55
WRONG SUBPART TRIM LOCKS OPENING LINKS 리프터테일게이트,41
WRONG TRIM LOCKS OPENING LINKS 리프터테일게이트,41
TEXT MISSING TRIM LOCKS OPENING LINKS 리프터테일게이트,12
TEXT MISSING TRIM LOCKS OPENING LINKS 리프터테일게이트,12
TEXT MISSING TRIM LOCKS OPENING LINKS 리프터테일게이트,12
TEXT MISSING TRIM LOCKS OPENING LINKS 리프터테일게이트,12
COMPLETED TRIM INTERIOR TRIMS 크래시패드,23
FUNCTION PROBLEM TRIM LOCKS OPENING LINKS 키셋서플라이키트,13
SUBPART PROBLEM ELECTRICAL LAMPS 램프헤드,5
ASSEMBLY PROBLEM TRIM LOCKS OPENING LINKS 키셋서플라이키트,38
PRESS ABNORMAL NOISE TRIM LOCKS OPENING LINKS 키셋,17
PACKING COLLAPSE BODY FRAME CHASSIS 크로스멤버로워암로워암,49
PACKING COLLAPSE BODY FRAME CHASSIS 크로스멤버로워암로워암,49
WELDING SEPARATION POWER TRAIN CHASSISETC SUSPENSION SYSTEM 크로스멤버,42
TEACHING PROBLEM TRIM LOCKS OPENING LINKS 키셋,13
TEACHING PROBLEM TRIM LOCKS OPENING LINKS 키셋,13
WELDING SEPARATION POWER TRAIN CHASSISETC SUSPENSION SYSTEM 크로스멤버,42
MISSING POWER TRAIN CHASSISETC CLUTCH SYSTEM 실린더클러치릴리즈,5
nan,18
WRONGLY ASSEMBLED POWER TRAIN CHASSISETC CLUTCH SYSTEM 디스크클러치,34
COUPLING PROBLEM POWER TRAIN CHASSISETC CLUTCH SYSTEM 디스크클러치,13
SUBPART PROBLEM TRIM SEAT REAR 더블버클시트벨트,12
치수불량 POWER TRAIN CHASSISETC STEERING SYSTEM 드래그링크,10
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
BURR TRIM LOCKS OPENING LINKS 키셋,22
INOPERATIVE PROBLEM TRIM LOCKS OPENING LINKS 키셋,13
DAMAGE TRIM LOCKS OPENING LINKS 키셋,23
볼트사이즈 상이 POWER TRAIN CHASSISETC STEERING SYSTEM 드래그링크,10
INOP BURR TRIM LOCKS OPENING LINKS 키셋,22
CASTING DEFECT POWER TRAIN CHASSISETC BRAKE SYSTEM 드럼브레이크,11
CASTING DEFECT CRATER POWER TRAIN CHASSISETC BRAKE SYSTEM 드럼브레이크,19
CASTING DEFECT POWER TRAIN CHASSISETC BRAKE SYSTEM 드럼브레이크,19
전선 피복 불량 TRIM LOCKS OPENING LINKS 드라이브유닛파워테일게이트,10
WRONG POSITION ENGINE CHARGING SYSTEM 덕트아웃렛,34
EXTRA MATERIAL ENGINE CHARGING SYSTEM 덕트아웃렛,47
HOLE MISSING ELECTRICAL HEATER VENTAIR CONDITION 덕트히팅,16
MATERIAL EXTRA ENGINE INTAKE/EXHAUST SYSTEM 덕트아웃렛,9
LEAKAGE ENGINE INTAKE/EXHAUST SYSTEM 덕트아웃렛,3
DUST FRONT  커버더스트,47
CODE ELECTRICAL INSTRUMENTS ECU,18
NOISE TRIM LOCKS OPENING LINKS 키셋,17
NOISE TRIM LOCKS OPENING LINKS 키셋,17
NOISE TRIM LOCKS OPENING LINKS 키셋,17
NOISE TRIM LOCKS OPENING LINKS 키셋,17
NOISE TRIM LOCKS OPENING LINKS 키셋,17
WRONG PROBLEM DETECTED TRIM LOCKS OPENING LINKS 키셋,13
MALFUNCTION TRIM LOCKS OPENING LINKS 키셋,13
NOISE TRIM LOCKS OPENING LINKS 키셋,17
PANIC EFFORT TRIM LOCKS OPENING LINKS 키셋,13
작동불량 POWER TRAIN CHASSISETC BRAKE SYSTEM ESC브라켓,18
STUCKING PROBLEM TRIM LOCKS OPENING LINKS 키셋,13
STUCKING PROBLEM TRIM LOCKS OPENING LINKS 키셋,13
NOT WORKING TRIM LOCKS OPENING LINKS 키셋,13
NOT PROBLEM TRIM LOCKS OPENING LINKS 키셋,13
작동불량 POWER TRAIN CHASSISETC BRAKE SYSTEM ESC브라켓,18
경고등 작동불량 POWER TRAIN CHASSISETC BRAKE SYSTEM ESC브라켓,18
 POWER TRAIN CHASSISETC BRAKE SYSTEM ESC브라켓,18
작동불량 ELECTRICAL INSTRUMENTS 일렉트로닉모듈스탑시그날,18
ADHESIVE SURFACE WRONG PASTED TRIM EXTERIOR TRIMS 엠블럼,76
MISSING GLUE TRIM EXTERIOR TRIMS 엠블럼,5
nan,5
MISSING TRIM LOCKS OPENING LINKS 키셋,5
NOT WORKING TRIM LOCKS OPENING LINKS 키셋,13
SHORTAGE PROBLEM TRIM LOCKS OPENING LINKS 키셋,4
이종 TRIM LOCKS OPENING LINKS 키셋,2
MISSING GLUE TRIM EXTERIOR TRIMS 엠블럼,5
SUBPART PROBLEM TRIM EXTERIOR TRIMS 엠블럼,5
APPEARANCE PROBLEM TRIM EXTERIOR TRIMS 엠블럼,23
ADHESIVE SURFACE PASTED TRIM EXTERIOR TRIMS 엠블럼,76
MSG ADHSIVE TRIM EXTERIOR TRIMS 엠블럼,5
떨어짐 TRIM EXTERIOR TRIMS 엠블럼,76
 ENGINE STARTING SYSTEM EWP호스,18
 ENGINE STARTING SYSTEM EWP호스,18
 ENGINE STARTING SYSTEM EWP호스,18
 TRIM LOCKS OPENING LINKS 키셋,6
MALFUNCTION EFFORT ACTIVATE TRIM LOCKS OPENING LINKS 키셋,13
MISSING HOLE BODY SIDE BODY 익스텐션카울사이드,16
NOISE TRIM LOCKS OPENING LINKS 키셋,17
WRONG HOLE SIZE BODY SIDE BODY 익스텐션카울사이드,10
WRONG HOLE SIZE BODY SIDE BODY 익스텐션카울사이드,10
MISSING SUBPART ENGINE STARTING SYSTEM 익스와이어링글로우BPS,5
BROKEN IMPRESSION TRIM DOOR TRIMSFRONT 웨더스트립도어바디사이드,76
손상 TRIM DOOR TRIMSFRONT 웨더스트립도어사이드,47
